leagueId,tier,number
2d495e6b-a78a-425e-bfd3-f185ddb36970,GOLD,195
2d996c52-5445-43aa-982d-3ec478c96de7,SILVER,155
2db3b0b0-01cd-4d23-9cd9-ffad19de1b99,SILVER,97
2dd70680-779e-40fe-b51c-9d1992170ed4,BRONZE,56
2df4785f-82cc-4ff5-a1c4-1667b08d5d67,IRON,48
2e1b4529-ae68-43f8-9310-2a02ff063d0f,BRONZE,74
2e26573c-8be6-4655-926e-8f9860f8c87c,SILVER,89
2e26ca8a-3256-4f53-97b5-f83ac0472ff3,GOLD,173
2e282065-cfae-4c08-981d-8c40ff3a5ea0,GOLD,105
2e6de576-d447-47ad-9f0c-bb29009cf556,SILVER,157
2e76303b-6b50-46cc-8efc-bc48e0c796b3,SILVER,77
2e80d6af-a129-47b1-9536-d37d2156129f,SILVER,90
2ee228b8-1757-476c-9af9-7d40209374f6,BRONZE,52
2efbfcfe-470b-43af-a365-9ce633e17450,SILVER,161
2f01df2d-61c7-405c-93e8-f89a8878510e,SILVER,86
2f0a2400-9ef8-4c3d-a2d9-ccf798334f9c,SILVER,76
2f3dad40-066f-49d3-bc4b-388b5a127794,BRONZE,49
2f4472b9-b7ee-45eb-8173-1f7420c6e001,BRONZE,40
2f63a270-10a4-4e6e-8194-5a428e70e9fa,SILVER,79
2f972d21-228f-4da9-b363-3df080e00b53,SILVER,167
2fb93aa6-4392-4704-b0c7-f749ea6d39bd,SILVER,95
2fc8f4a1-c731-4896-93f6-e7502e8a9925,SILVER,186
2fd5e5bd-9273-4778-9bb8-c85aafd62d5a,BRONZE,72
2fed3c73-e431-4353-bd8e-9729f74e7808,IRON,25
2ff25042-b852-433a-9687-d26bb6056edb,SILVER,96
2ffd751b-8fef-4c4a-b903-b6ce2bbaa5e7,IRON,62
3007e657-0e05-4328-97d3-785814c4184e,BRONZE,43
302ef6a0-5926-4e8a-bb19-bc9e0026ce2f,GOLD,96
3036d9f7-747d-48ed-93ce-47e29ae1094c,BRONZE,67
30419cea-7992-44ce-8248-e0d114431849,BRONZE,82
30619288-4bce-4841-bdc5-f51baacd3e21,PLATINUM,199
30980511-7b05-4edd-bf2e-ebd16ec850f6,BRONZE,48
30b148fe-1b69-4c01-b9ed-f943d1cd3a1e,SILVER,191
30d2c65d-a8a1-44fc-9ee3-5907cb960848,SILVER,81
30d7aedb-58d8-4e2d-847a-26ea417b8d19,SILVER,93
30e2eef5-66ee-4f23-834a-a3d730d8a9b9,SILVER,93
30ed99f6-88f2-486a-9a26-808fb0266260,SILVER,94
3100601b-9ab2-4ca4-bd8b-5f838be79534,IRON,27
312c2df4-90b0-405f-9800-98448051f61d,BRONZE,127
3149eccf-67fe-41c2-a53b-59ae389e8624,BRONZE,93
31608e1f-c38f-435b-a5bc-a5ad7bd74a1e,GOLD,135
31633dd4-0509-4b37-930d-e6a4518e0baf,GOLD,165
317eed09-7381-4ee4-8ee9-28437141bf16,GOLD,99
31a42f28-96a6-4a00-a999-e0a25036356c,SILVER,133
31af5e94-0ae9-47bf-8c80-a983808ca37a,BRONZE,100
31c87182-c198-4a78-a3a9-7cd00b441cb8,IRON,33
31cc3c0b-e73e-4986-97fb-ad688e867464,BRONZE,78
31eee313-3068-4570-ad1d-c4b5644eed35,SILVER,80
322be724-53a7-4b8b-b627-8777bfd2013d,BRONZE,58
324b949b-8f26-464a-a9ea-1501e642c0ff,BRONZE,45
326f3340-874e-4718-b784-d62b05a719fc,GOLD,92
32936559-e7b5-42c0-8869-7bf64fc091e5,BRONZE,132
32a087ec-6937-48a0-9aad-772cc27c756c,GOLD,171
32ba813d-a79a-4ba2-a183-4b66db68ee67,IRON,43
32d219b2-2521-4c9a-a0e4-5475b7d7289c,IRON,31
32ec51f2-fa26-4c97-b79d-5d4de57fcedd,GOLD,175
331677f8-b2ad-45ce-8496-6492dd52b238,PLATINUM,158
3319fa28-95d5-450a-9b07-2d1b0e8ed35b,BRONZE,50
332ffc29-7f55-49ae-83b3-70425cd03f39,SILVER,111
3334c760-45ef-417c-b38f-4271217953e4,SILVER,77
335564f8-266c-4fbb-b2e1-6d1a1e338b94,GOLD,94
33741baf-34d9-4ca6-8b08-0c38fb1283ea,BRONZE,70
337fb5b2-03e9-453e-a13e-428e46881836,GOLD,113
33ba97da-f102-440c-b51a-71584d76b176,GOLD,105
33f36bbd-3ca6-4eca-88f4-5d79d1d628ee,BRONZE,52
340821d2-09e8-4871-8046-3af358ab18d7,SILVER,77
34335fce-3841-49cd-be25-d4a013be5406,SILVER,187
346c1f73-7869-4764-ab88-8372a9b7b7c2,GOLD,103
34766e53-f939-4168-a133-4471595f15c4,BRONZE,50
34767ba4-7b50-40ae-a9ae-49968cb26773,SILVER,157
34a922d9-9765-4556-b15c-c355fd205ca7,SILVER,165
34c463dc-b680-4e4d-8535-0f95c6e11ea2,IRON,24
34e7b3de-ef2e-4461-8329-1bca6d355e12,BRONZE,41
34f253a0-9130-43dd-9b3d-39218e75ec46,BRONZE,44
3500bab5-100d-49c6-944b-c2777ba3a705,BRONZE,125
351e5c94-9b4f-401f-979f-5a82066fbe4a,BRONZE,116
35320156-bd8a-422d-8c64-0609e7bc4d99,SILVER,83
35505c54-e01f-491c-ae8d-a1f4757ecf9a,GOLD,183
357b9dbf-f298-4997-a8aa-48ba2168ef08,BRONZE,63
35b376f6-b923-4305-b196-817e38f1cab0,BRONZE,62
35bcd40c-d519-4694-91e3-adb2731bac3e,BRONZE,54
36060c9e-4eeb-4770-a0a7-2146e871f0c7,BRONZE,64
3610def9-caef-46ce-a0be-95aabf372874,BRONZE,57
3620eaad-7478-4039-b51a-7e403b550aa5,PLATINUM,187
362b8629-507c-464b-bda7-b0beacb774cb,SILVER,93
3644f643-e810-4d52-9016-0b1a64f17a04,SILVER,94
3662bb6d-2bc1-4e3a-952a-0efb52252236,SILVER,103
368940e0-062a-49cc-8ed6-637711113482,GOLD,175
3697df87-88ea-4c71-9e05-e5f5f28430df,BRONZE,67
36b23977-83c1-4e68-b46b-6fa4e5b7e47b,GOLD,139
36c5ee33-f2c5-4e3f-8a05-62b6ffd6e99a,DIAMOND,115
36d3befe-7a8f-424f-ad05-869821dc1876,PLATINUM,198
36d4b955-e957-49e1-a5c3-c3a4ac357c5e,GOLD,205
36d7c556-2d8b-49cc-972b-dc213f3d599b,PLATINUM,121
37041be2-bd52-4e38-b846-4b0f80ff7573,GOLD,195
375203e5-87c8-4ae3-97be-2cace6bd5d66,SILVER,86
3753d0d3-4fa7-498c-b211-a83474a9de1f,BRONZE,60
3756cd8e-3989-4fad-844c-286f7ab47d36,BRONZE,59
3764e088-d72d-41b3-b630-83f566ecd0b8,GOLD,96
3769be16-d7bb-4b24-bf86-71f8dfd9d8f3,GOLD,199
37780077-cc08-4d24-ad79-331f9f884465,GOLD,108
37a93a70-f18a-4cae-a8a8-f242b210a0bc,BRONZE,54
37ab8a61-4c7e-401b-a674-afc6c58e1bc0,BRONZE,74
37d09626-5d06-410b-8968-f00c8ffac89b,SILVER,108
37ddf921-66ae-452f-a6f8-3808dd463fe2,BRONZE,72
37ef8676-c41f-47d5-bdda-c0625f2632c0,BRONZE,130
37f3a512-07c7-4187-b0ea-44e917f1aec1,BRONZE,37
380005dc-6025-4be6-ac57-904a342b8ff7,IRON,53
380cbc3d-af7b-4917-8f56-67d20645fa10,SILVER,189
3849a060-3af4-4964-bec6-d2a9e9ecd4a7,IRON,32
3867ee85-be4d-4a1b-995f-9339a6934403,IRON,37
3877fe33-8142-48a7-98dc-ab27b4b4bb60,SILVER,164
38922ed4-44d3-4d49-9c7d-785d48536b6f,SILVER,80
38a58c44-e6e0-44b2-a4ce-2d975e08bcdc,SILVER,152
38c1477b-962a-4de6-bd2f-4f4639780ede,GOLD,117
38e2633f-f4e3-44d6-ac80-9812ad16f031,GOLD,190
3971486a-63d1-49d5-9141-a2be8ec64cf4,BRONZE,126
3979aab9-48e7-48bd-a08a-b8eec346e634,BRONZE,87
397b58c3-5883-4051-84a1-9597de8c8329,SILVER,189
39972cfd-67c7-4631-8e2f-688e767c800e,PLATINUM,217
39a613a1-8bf2-436c-955e-627573711f4d,BRONZE,66
39a92725-5bc0-47d3-9eee-3e8f4a9fcf21,GOLD,196
39b23511-6149-4dee-9b55-87472d54a880,SILVER,73
39ddfcb9-b124-4aeb-b488-7cf80fca77b0,SILVER,108
39fa52ad-420d-4108-a6ae-1888bece1c29,SILVER,123
3a16ad50-158d-4aca-a225-8e7c983adab1,IRON,31
3a196525-e989-4a95-9e02-b7dce44a9960,IRON,22
3a2160e3-875d-40b3-a15c-b9388c9b2a48,SILVER,77
3a4970b3-1344-4ddd-9971-e63b0d487cc8,SILVER,148
3a738131-a5f9-4e1b-977d-57b8a09615d3,SILVER,86
3aa9bb14-0a1f-42dd-9fe3-c58ed5a17eea,PLATINUM,147
3aaf21e4-1f56-4c17-91ae-e9ed966fc2a0,BRONZE,46
3ac31fad-daca-462b-8567-af7cccd5c02c,SILVER,134
3acffa9f-5fae-482f-9e2e-d8ca4903b676,BRONZE,44
3aee9c41-dafc-45c8-9d5e-c6a984ac59fd,BRONZE,80
3b0a5e41-93e7-460d-aeaf-8ddd0d207e22,GOLD,180
3b2cb12d-211e-458c-9850-ccb9ed8efb2e,IRON,20
3b332d36-b17b-4dea-af4a-a1555b3a3748,GOLD,242
3b38d586-99e8-4993-94c2-725d2c77663c,SILVER,98
3b3e9289-68b4-4f8f-aa27-4a864c67a6e5,GOLD,107
3b437324-1a69-4bae-9adc-ea2ee5bacb42,SILVER,161
3b471a1c-d239-4124-9e6f-40f5d990e03c,SILVER,76
3b5a3b19-4d3e-4e3e-91f6-5d963c61f6ee,BRONZE,147
3b8590d9-1873-4f02-88fb-3c41cd0fc71c,GOLD,205
3b96306b-4242-43cc-9218-7f2adb37bafa,PLATINUM,201
3ba13ee4-e72f-4762-8377-d692dc35b52d,BRONZE,144
3bd3507e-1339-4e80-a67f-cf07cc6dce87,SILVER,221
3be69c90-6f63-4468-9657-f2c1e4c28f9e,PLATINUM,185
3bf425ff-9f1b-45e5-a521-f34bfe07b042,SILVER,187
3c11e14e-668e-4730-bebc-254033d29585,BRONZE,115
3c409bd2-dafd-4d26-bd85-0863d3509877,PLATINUM,111
3c4b8ba5-8847-4ab3-a692-05896c0dff32,SILVER,80
3c58c341-dc18-4b87-9416-c2a7ebfcbf5f,GOLD,190
3c9404fb-c2f3-45fe-95a6-e1a0d9a18c38,PLATINUM,135
3c9f0969-c25c-4d13-b184-0e69b8b4af84,SILVER,169
3c9f7ac2-115d-4602-89bc-021af9c8dd62,IRON,28
3ca89d5f-51c5-4550-b7fc-6d379d736521,PLATINUM,195
3d0902fb-3f4c-4d3c-9442-1c7cabb1e096,SILVER,113
3d444253-ef9a-4f63-82f5-5ff8d16fbf84,SILVER,78
3d4dacbb-9344-4c21-89ca-313cbb01a44e,BRONZE,63
3d50edd7-b257-466d-8119-d66f60e32eaa,GOLD,178
3d5f25d0-8175-460e-9242-0fdf760381eb,SILVER,140
3d71e75e-a01b-4134-96bf-b5ada3dd9797,SILVER,165
3d87b815-22cd-4873-b4e4-24673a13e76d,GOLD,103
3dd5372e-15b0-4de7-86d9-c71b91db121e,IRON,21
3dfd0c1a-09ad-45b2-83b0-e03dcfb92bfc,BRONZE,62
3e27d2f7-1c7d-4529-a477-9056f12a9d03,SILVER,191
3e2c98f4-18a0-46c8-ad78-12d157e1fa28,GOLD,204
3e74a269-d4cb-45a4-989e-0ee3bd3800bf,BRONZE,88
3e7812d7-c6c9-4116-b51a-77fcbfb6170d,BRONZE,59
3e848689-cb20-45fd-b430-5d5ec0f28fcb,GOLD,150
3e98d299-cd8d-4354-9a16-c3de91bade6a,SILVER,169
3ec267e8-8e95-421e-97a8-254cf7de2230,IRON,17
3ecb65ed-080d-4051-a10c-092b82073bb0,BRONZE,72
3ecc1746-9473-4c67-a712-9087887930a6,BRONZE,143
3ecd485e-8768-49cd-bd0c-81fb63d28209,SILVER,156
3ee5624e-9eac-4de2-a972-6be3e5848185,SILVER,98
3f1cbe44-6c2a-4a8d-b0c9-9f604b8dc279,SILVER,180
3f466290-6bbc-4279-bcf0-ab6a407c65b2,IRON,17
4005c625-6c50-4138-8838-ab57a629232d,BRONZE,129
4031623d-14e9-4c60-81b7-683c0159de75,BRONZE,78
4033c8e0-e246-4218-8d76-248c2688dc28,SILVER,91
4053247d-e675-413e-ba11-c224bf8871b1,IRON,28
40550523-e319-4d7e-be4d-a9cdc9c1cf15,GOLD,108
4067d98a-d6c9-4360-a0ec-b1cf96988432,SILVER,76
407cbbc3-a564-4769-acf3-6a73b24b1f0a,BRONZE,49
4091d21a-47ba-4c7e-a6e8-2ee52cf60c4e,SILVER,91
409e230c-bb41-418f-b0b9-4c36c36b9db9,GOLD,115
40adb141-51b0-410c-a2e6-38c76e611ce7,GOLD,199
40d9dad0-1730-4ce5-9f6b-ba1d29b39b1b,SILVER,87
40db0961-fdd1-4ce6-b167-9f8589fde014,IRON,26
40eb82ad-689a-4824-814f-c13748230985,BRONZE,30
4141cdf4-f476-4dde-baf9-346c8057f040,SILVER,156
4149333b-1b7c-4e81-9c42-da732a50e723,IRON,28
41631c5c-52eb-43b1-bd8e-8b50294894f8,BRONZE,142
41c63dfe-95d6-4775-bfeb-d0b4c73cd011,GOLD,195
41ead68b-f2ad-4754-8c9b-cff9f8a281a6,SILVER,92
42100ebc-397a-4cd7-b3c3-fca23bee2a2f,BRONZE,50
427e7cda-f793-4900-8f39-eb991e6c459f,SILVER,100
42a0e54f-7f7b-43a5-9fff-d4fd73a66e8a,PLATINUM,107
42b38549-8aac-4293-9e5f-18abc3ab70ed,SILVER,94
42ca9555-7d84-462d-89ac-e0adceb57e9d,PLATINUM,108
42dd822d-4073-463a-a638-022ced60e757,BRONZE,140
42e157e7-b05d-4d9a-b480-a4b79f1fdb65,GOLD,112
42e70e54-298d-4abd-9c04-8ac80cc4c057,BRONZE,101
42f928d1-0422-442d-ad83-fc794beaad9c,BRONZE,72
431745d6-2e47-444d-a24a-cefe162edd1b,SILVER,193
434432d7-b324-42e0-a009-4e3c27cc34bc,SILVER,164
4347f96f-e9da-46ae-96a1-0f79fabfa89a,GOLD,180
437b4510-bf0e-4be0-810d-627f989e68e6,BRONZE,98
4385d6e4-37f6-4298-9f0a-3526d7da66f0,GOLD,182
4388e06a-f1ba-4526-989d-0ec6bbf93d31,BRONZE,153
438dcefe-faf2-4aca-9b44-8677860eb9a2,GOLD,197
439e686f-0ed7-4869-913e-ae9ba97afb0e,SILVER,158
43dd1ff6-fe32-413b-9f2f-d135d04a3ffe,BRONZE,65
43ebd42d-17cb-4ba0-b81c-55aebce92074,BRONZE,54
43fd966f-2c39-4410-afd0-7a3b4aa2703e,IRON,42
4417ae27-227f-4f3e-9495-e827606f1e91,GOLD,185
4435dc3c-cad2-4418-8b3a-0b464e0be50a,BRONZE,130
4436b987-760e-4b23-b677-bf248d41b1c0,GOLD,195
443d7e50-33ea-4fd9-b166-dd0c5485f2f5,SILVER,168
44483875-2b87-406a-9740-4f20b2a78f55,SILVER,161
44542cbb-eb70-4b39-8b7c-99e5ea3ab72d,BRONZE,65
4458622f-2e14-47e8-8893-02eaaf6a0d9a,BRONZE,64
4475c0d5-56e6-4a0a-b0e4-c601b7aec66a,SILVER,100
4478a772-bb93-49f7-9018-069c10b623c3,SILVER,105
44adfcd1-924e-4825-af6d-6f5ba42bcffd,BRONZE,58
44badf81-d59d-4af9-91d3-85855cbb5ee0,BRONZE,59
44bd970a-6b98-4ae0-9ccd-c3bb19b72b40,BRONZE,44
44de17e3-8452-425c-86d3-e116ea03f81d,SILVER,101
44e84b4d-156b-41de-8f39-b7655b954349,IRON,21
44eec04c-a383-42b3-9505-b33714d2e98c,IRON,22
451229dc-9bf1-4a6a-956c-ef3ef27b36c6,SILVER,158
4528d4fe-b8af-4db8-a21b-330c006836d5,GOLD,96
453976e8-6173-46ac-94aa-cb8ed4590a7a,BRONZE,41
45596486-26ef-40db-b6f1-89d178729022,IRON,31
45ba1c63-b669-40cd-af0d-568e40ed5181,SILVER,90
46110d6b-7a30-4976-9a31-31a54390264d,SILVER,76
46807ec6-d39d-4422-a724-69bdf9dc7b95,BRONZE,97
46836363-ec6d-41a4-995f-752c618c19ae,PLATINUM,113
468a7b96-e24d-40d3-9822-01210745a4c9,SILVER,95
46a24dac-81fc-4ae6-b27e-b60c6cc045a9,IRON,44
46d2949a-b4bc-4993-8152-41aed3800ae4,BRONZE,53
470857b6-bcbd-41a4-9eb5-fd4e55d3f02a,SILVER,124
4717ee07-3351-4b7d-84c6-082e8817bdf7,SILVER,159
47383510-a361-4f1a-bee6-8c65ac2c8dcb,GOLD,181
47532393-f5c7-4e00-b72d-6afbe7aaf49d,BRONZE,45
47646692-2752-49d0-882a-2e63675ee023,GOLD,98
479a6002-d7b7-44e3-8b0b-e2397c778b6f,BRONZE,66
479c4573-0137-4f2d-a8c9-dca13dc56a22,DIAMOND,101
479ed663-d14d-4cd8-b10d-02117c0d3b98,SILVER,96
47a1dcf1-0c7d-4428-aa66-e957bbf828f1,GOLD,190
47e7bbc3-c628-4c64-b518-1631c36a531a,SILVER,78
47f494cb-44d4-4bb0-9586-299eff99aaf2,BRONZE,41
47f7b8ee-5df1-4aa8-ac3e-5d6142999fef,SILVER,76
480ce69c-31c0-4313-ac54-ddee6ef6e2aa,IRON,14
480e58b7-cac0-4634-aebe-0f00b939fafa,GOLD,95
481d266b-4a1a-4bcd-8b62-18596fdc8f94,SILVER,102
48291fe6-35b1-4364-8efb-df0003f570a8,BRONZE,70
4886b81e-2379-4d48-a134-34d08868c3c6,SILVER,92
48bdbce9-5cc9-43a9-9b27-d6637fefe84e,BRONZE,70
490cecfc-1fe6-435e-a37c-74b2a315f1aa,SILVER,104
4935ee80-ccae-4b18-ab85-ecda9f9d6cb6,GOLD,95
4940b98a-0aa0-4c9c-86db-40dbdad7c4fe,BRONZE,74
4953cef4-fb65-46a8-915c-819203cdc9b4,BRONZE,142
49611403-2cb3-46c8-8b9c-4f4de7627691,SILVER,98
4963ae83-3a86-4cdb-accd-2858e9f97526,BRONZE,148
497891ef-bc30-4fe2-979a-9efab6d6459a,SILVER,180
49888b58-ffce-4f4e-9cf5-9fbf4c20f725,SILVER,191
49bfacb6-afa7-4988-a8f8-139da8e4896c,SILVER,90
49cb2c37-7b1b-426d-b9b9-89fc59b0ad86,SILVER,164
49fe9579-1237-444a-bc99-b4678943e5da,SILVER,121
4a1df7f9-483e-423a-9f95-f49a2ad5805e,GOLD,172
4a2f82a1-aa64-48b6-806e-229a174de419,BRONZE,93
4a49d204-2384-41bf-905b-b808aed33497,BRONZE,130
4a4ae6d2-3857-4fd8-afd9-17438cbba16a,BRONZE,59
4a51225f-5006-4bea-8c84-0ce77d494803,SILVER,89
4a580903-3b0e-4e41-9b72-59898d773287,GOLD,148
4a7c1dc9-34b7-4a1a-9b16-b64d64f59c23,GOLD,99
4a82d5fd-e00a-474a-875e-e3a7ae265f56,BRONZE,79
4aaf09c4-7e74-45a8-95ad-9a918c58f36e,BRONZE,72
4ada082d-2c6d-4a57-8792-fbc16eb0b34b,SILVER,68
4b7abfec-b9fe-4404-bd8b-22536c719757,SILVER,177
4b92764a-b8a3-4f87-bcb2-373f82b45b41,SILVER,91
4b9640cc-5e37-4cc5-a47f-dcef5a817f7f,BRONZE,82
4bab6f93-ebc4-4659-99d8-d9f10152697b,GOLD,100
4bdc94f9-95f2-4177-85a2-5eeeb448805f,BRONZE,138
4be4dca3-ae34-4ce8-b963-ee829823bcbc,IRON,56
4bf7f4c8-b076-498e-8fae-11058af40fe7,SILVER,95
4c039a1c-211a-4d4e-a677-b16fe5995853,IRON,35
4c61b3de-9f77-4ccb-9af2-94bc74e3fe35,GOLD,117
4c70f8b4-506a-4133-a930-c38dec07ae47,GOLD,197
4ca02cb6-4128-4104-967e-0eb975dd0dd5,BRONZE,50
4cb2058b-c1c6-47c1-8355-a1134f814ade,GOLD,198
4cb74176-3885-4658-b3f6-d729a7b83646,BRONZE,43
4cfe70e6-f422-4da2-b994-77cea7e99146,GOLD,202
4d2279d5-fadf-4854-8c8d-a0751593f296,BRONZE,45
4d4a14e8-086c-4fef-a72f-b3e87edaf8d8,GOLD,97
4d51e0cb-1620-4abe-9d2b-ae6ff5006cf2,SILVER,193
4d8695b8-c277-4f17-93a8-28917c4ddece,BRONZE,68
4db2ea30-b933-4558-9b24-d311117c1928,BRONZE,66
4db45fda-a14a-42ce-976c-918b774fb2b8,GOLD,197
4e033b02-37df-405a-beb4-fa80ed82f593,GOLD,71
4e12f604-70be-4527-b18e-06cc0d7fdffe,IRON,28
4e2673a7-d9ec-4faa-9dd1-e07792e9798c,IRON,23
4e2749d2-62b4-4842-bcb5-6c72231b925e,GOLD,182
4e68c4ac-cc0d-46cd-8754-4a96256800ee,BRONZE,52
4e7b4e19-d07a-48c0-a0d4-d866d2808d82,GOLD,229
4e800e3f-b307-411c-a99b-573a965cac8e,BRONZE,91
4e8118cf-14fd-4185-abc8-64530631d0bc,BRONZE,121
4ec34c67-5ee4-4ca5-9552-a22cae288fdc,BRONZE,86
4f031916-d08f-4f22-8829-27d4083e1053,BRONZE,49
4f1a3122-fcff-4839-8fbe-10a688b2e033,SILVER,132
4f23516e-bbd8-4912-bffc-1bf4509d833e,BRONZE,75
4f65690a-fb18-43b1-a70d-d3c532878315,PLATINUM,200
4f7379fa-ab5a-4a2e-8aa8-6eeda3c53a9b,SILVER,151
4fad0347-ebe8-45ff-925a-a294370d04e0,GOLD,119
4fd8f6dd-b4ca-4c5a-aef6-d22d4c4e0c06,SILVER,84
4fdfbbff-355f-4794-aebf-ccd5f2aff2da,BRONZE,56
4fe0d1c0-f227-4949-9883-7d3a1d7e02da,PLATINUM,201
502f2bdd-fb1b-4d40-9b2f-65103308b691,BRONZE,125
503f1a3e-5483-4e91-8013-069cc1e3f0f1,SILVER,155
504288db-388e-4a49-a297-68aabcf81de0,GOLD,181
504e36bc-46e5-4400-ac1f-d01f7cda8d65,SILVER,172
5053f390-1876-48da-83bc-1c5b41200c00,GOLD,197
5095feb3-01da-4d4b-beff-306ea9004685,BRONZE,107
50ba3cbb-9b43-4556-ba38-d6748a9598ed,IRON,11
50d0829f-813f-4e60-9c7c-f248f4b03c45,SILVER,149
50e10bf4-b60c-4d90-bdc0-5c35a24acda5,GOLD,156
50f8d90f-565b-4928-ac11-bb45381463d7,GOLD,165
5121a93e-d84b-4139-bd31-b057a92e5f75,PLATINUM,168
51252db7-2254-4c31-8af9-3c34978dd86d,SILVER,169
512ab409-ed30-4064-a210-ead5ca0c9b3a,GOLD,185
513a254b-89ca-40b2-8dbc-c79a34af64b7,GOLD,193
515481ea-78f0-4237-a981-1e36430e6270,SILVER,101
5163117d-3d50-4bcd-80ca-749e02591029,GOLD,111
51807418-3188-41cd-b750-736ff10499ac,SILVER,85
519870ce-636b-4cf6-a092-8492a7c63d8d,BRONZE,141
51b41dc9-a82a-4a00-84a3-ab87e7baf1b5,GOLD,177
5207180e-c66d-424d-9429-bbba68c16f43,BRONZE,73
520b9cfb-2ff0-4413-a8f5-9552f862305c,SILVER,79
5211e61b-1260-4d5c-a028-7d5b77c451d0,SILVER,87
52360fb3-dc0f-4b7e-98ea-e7bf61d342da,IRON,16
5255db36-5f37-48af-90e0-e341c1bac3cb,SILVER,97
52801528-6659-3b52-9ab0-3ba581da7c2e,GRANDMASTER,100
52b7775d-2acd-41e4-87d8-650c8e5c5fe4,SILVER,174
52c36e2a-98ce-43ef-a31b-978bc8e1fd46,IRON,20
52d396c9-8c37-4802-a7b6-574dccc3dc36,GOLD,95
52d4ac52-ac32-4817-ae89-0d0162c41453,SILVER,179
52f73492-dd81-4364-8eca-36b64e84aaf2,GOLD,195
530c3b0e-bc6e-4c45-b0b4-cff03757f4b4,GOLD,197
5310569d-823a-4c01-8784-6a6480b50eea,SILVER,84
533c59a4-ebec-420a-b9cc-6918c4cb132b,IRON,25
536803f5-98d4-4608-84f8-e875067146d1,BRONZE,133
53a21674-ee28-4d76-b605-1686cf335660,BRONZE,64
53a98d2b-0eac-427b-8ce8-9eb5dab7e58d,SILVER,79
53aad637-fef8-4d17-aa2c-ec7eeb46923b,GOLD,113
53e195c5-1ecc-45a7-9333-bf1c77a4bff4,IRON,52
53ee585d-97d7-421c-a71c-384b0d66264e,IRON,29
54092a99-7a91-40f8-8ef3-5190a604b66b,SILVER,77
541601e9-1b28-457e-847e-e1ed4d6c6599,SILVER,80
5416e71f-1e48-47e5-9503-b4efff6cd640,IRON,19
543af493-5e2c-4657-824d-ecd267364ab7,SILVER,165
5453f7d9-ec40-4349-a90b-0eaf8a4cd714,SILVER,184
545e6cd3-18eb-40bd-a232-c8186d89a898,BRONZE,67
5460d4ae-56fc-4c86-ad8e-be5903bee973,SILVER,96
5488e968-4c49-4cc9-87fc-4bee4a9015ad,BRONZE,80
54ab98ce-7f4b-44b5-b9ff-7f17608bdfdf,PLATINUM,114
54ad0f1b-4e84-4707-813b-36ca2ef3f928,BRONZE,31
54c48f7a-259f-4e33-a557-c6697a5f72bb,BRONZE,131
5506e1da-ffdc-442f-9f3d-e5e5990e8b9b,GOLD,172
553a2743-9136-4319-9d61-9d920ed7b49b,BRONZE,140
555cea13-e862-4b58-b7dc-98c091209c81,SILVER,89
558a16be-f408-4dae-b3ce-12243b39a1f0,BRONZE,54
55949097-acbe-417b-8b5c-f9ce7716580d,BRONZE,130
55a521d5-42ac-46bf-bdc0-a37cf8a126bc,SILVER,85
55da0c4f-7d37-4518-8b91-a730f4bca65c,GOLD,185
55dfb82b-09ac-4ef3-bfdf-fe157244462a,GOLD,148
562a5c98-4a23-4a24-b47c-a1c8d0755973,BRONZE,72
56605545-5fa3-45f0-9c2d-53b79c710e07,SILVER,87
569ab214-b918-4d3c-acf6-f4d1978d2b8e,GOLD,200
56e8e38c-8c57-4f35-a5df-308e7575916a,BRONZE,74
57034b3b-185b-490d-add0-b489c2ccec1d,BRONZE,123
573073c8-2a35-44b8-9017-1460e6d69b31,SILVER,94
573bb9e8-0a57-4465-a9c2-99949f71de94,BRONZE,69
57654518-e2d2-4a0e-8343-39eab3cd3885,SILVER,217
576d18c9-6762-45ce-b568-3fc3b6fc1466,SILVER,189
578b1bce-1ecd-425c-ab0f-37e75c587150,SILVER,167
578c36f8-479c-4797-963f-93f32e4caf4b,BRONZE,65
57a9245b-2869-4351-b417-92e5457e5aa6,BRONZE,51
57b5aa7b-fdec-488f-9391-aebf4d6e60da,GOLD,106
57d1e39a-8dd3-4c2a-988f-87a2130f0f97,GOLD,157
57df6c3d-ab3c-4ad2-9637-504597296587,BRONZE,74
57e968ee-4a11-4496-8086-fa3b66b16ab6,SILVER,161
58022cb1-2012-4cef-b931-97a367ddffb7,GOLD,135
581d4c58-8fe5-4c8e-b149-2d81afc3adcd,SILVER,180
582ac7e7-7e98-4846-8ebb-19ce07ddf961,BRONZE,55
582c50b4-fd58-4071-856a-920cd0c5972c,GOLD,110
586ce99f-9867-44c0-8085-558375e407dc,BRONZE,46
58b297ed-89c1-400a-b795-cda18ca7c9cb,SILVER,112
58b53e55-1c02-4700-9e48-f7f09a49baaa,BRONZE,118
58bbd1a1-24e0-48f2-8fa0-77a7e055efbe,BRONZE,160
58c03358-9f3f-47d9-9dcd-32255958d436,SILVER,156
5907a526-ac56-47b2-b26b-a1f127537e7c,BRONZE,46
590cb748-5fcc-4e5c-b32c-e83e993fb02a,BRONZE,40
597c08fa-08a1-4b65-9f93-f05bff0d4f38,SILVER,73
599b03ed-5b2e-4c48-a6c8-ee10b240f2e6,GOLD,183
5a1d3ee0-39b0-4633-b53a-86acccbb50ec,SILVER,74
